symbol,ltp,adtv,vol,max_dd,momentum_val,sharpe,sortino,rsi,sma_cross,atr
AARTIDRUGS-EQ,452.2,2207712.286,0.079436917,0.013933548,0.273802817,0.547985274,33.80858021,80.77834179,TRUE,30.27857143
